"ID","Age","Gender","Race","RaceImputed","Location","City","State","ZipCode","County","Address","Latitude","Longitude","Agency","ForceType","Date","Year"
27191,"44","Male","European-American/White","European-American/White","817 block W Church St","Lynn","IN",47355,"Randolph","817 block W Church St Lynn IN 47355 Randolph","40.048311",-84.95151,"Randolph County Sheriff's Department, Lynn Town Marshal's Office","Gunshot",2019-12-20,2019
27192,"61","Male","African-American/Black","African-American/Black","2000 Lowery St","Winston-Salem","NC",27101,"Forsyth","2000 Lowery St Winston-Salem NC 27101 Forsyth","36.092754",-80.21424,"Winston-Salem Police Department","Gunshot",2019-12-20,2019
27182,"29","Male","European-American/White","European-American/White","435 Avocet Ave","Davis","CA",95616,"Yolo","435 Avocet Ave Davis CA 95616 Yolo","38.5721674",-121.7518261,"Davis Police Department","Gunshot",2019-12-19,2019
27183,"21","Male","Race unspecified","African-American/Black","908 Suffolk Ave","Brentwood","NY",11717,"Suffolk","908 Suffolk Ave Brentwood NY 11717 Suffolk","40.782737",-73.2376716,"Suffolk County Police Department","Gunshot",2019-12-19,2019
27184,"38","Male","European-American/White","European-American/White","5 Boyd Ln","Carthage","TN",37030,"Smith","5 Boyd Ln Carthage TN 37030 Smith","36.2564193",-85.9942438,"Smith County Sheriff's Office","Gunshot",2019-12-19,2019
27185,"47","Male","Race unspecified","European-American/White","2450 Youngfield St","Lakewood","CO",80215,"Jefferson","2450 Youngfield St Lakewood CO 80215 Jefferson","39.7523066",-105.1421207,"Lakewood Police Department","Gunshot",2019-12-19,2019
27186,"38","Male","European-American/White","European-American/White","19813 Co Rd 450","Umatilla","FL",32784,"Lake","19813 Co Rd 450 Umatilla FL 32784 Lake","28.9548071",-81.6295621,"Lake County Sheriff's Office","Gunshot",2019-12-19,2019
27188,"28","Male","African-American/Black","African-American/Black","2644 SW Norwood St.","Lenoir","NC",28645,"Caldwell","2644 SW Norwood St. Lenoir NC 28645 Caldwell","35.860048",-81.504848,"U.S. Marshals Service","Gunshot",2019-12-19,2019
27189,"25","Male","African-American/Black","African-American/Black","N Scottsdale Rd & E Playa Del Norte Dr","Tempe","AZ",85281,"Maricopa","N Scottsdale Rd & E Playa Del Norte Dr Tempe AZ 85281 Maricopa","33.4339841",-111.9263353,"Arizona Department of Public Safety","Gunshot",2019-12-19,2019
27190,"40","Male","European-American/White","European-American/White","3850 Scenic Ridge","Traverse City","MI",49684,"Grand Traverse","3850 Scenic Ridge Traverse City MI 49684 Grand Traverse","44.7382708",-85.6535026,"Grand Traverse County Sheriff's Office","Gunshot",2019-12-19,2019
27179,"22","Male","European-American/White","European-American/White","750 Bayou Rd","Thibodaux","LA",70301,"Lafourche","750 Bayou Rd Thibodaux LA 70301 Lafourche","29.7974428",-90.8242327,"Terrebonne Parish Sheriff's Office, Lafourche Parish Sheriff's Office, Louisiana State Police","Gunshot",2019-12-18,2019
27180,"29","Male","European-American/White","European-American/White","1202 W 23rd St S","Tulsa","OK",74107,"Tulsa","1202 W 23rd St S Tulsa OK 74107 Tulsa","36.1293618",-96.0060659,"Tulsa Police Department","Gunshot",2019-12-18,2019
27165,"27","Male","Asian/Pacific Islander","Asian/Pacific Islander","Malakole Street","Kapolei","HI",96707,"Honolulu","Malakole StreetKapoleiHI96707Honolulu","21.31467",-158.112957,"Honolulu Police Department","Gunshot",2019-12-17,2019
27174,"45","Male","European-American/White","European-American/White","38394 Pelton Rd","Willoughby","OH",44094,"Lake","38394 Pelton Rd Willoughby OH 44094 Lake","41.6472071",-81.3990615,"Willoughby Police Department, Kirtland Police Department","Gunshot",2019-12-17,2019
27175,"27","Male","European-American/White","European-American/White","Timberlake Trailhead","Fort Walton Beach","FL",32547,"Okaloosa","Timberlake Trailhead Fort Walton Beach FL 32547 Okaloosa","30.475086",-86.600157,"Okaloosa County Sheriff's Office","Gunshot",2019-12-17,2019
27176,"31","Male","European-American/White","European-American/White","2505 Briarcliff Cir","Wilmington","NC",28411,"New Hanover","2505 Briarcliff Cir Wilmington NC 28411 New Hanover","34.2815573",-77.848442,"New Hanover County Sheriff's Office","Gunshot",2019-12-17,2019
27177,"63","Male","Race unspecified","European-American/White","4521 Capricorn Dr","El Paso","TX",79924,"El Paso","4521 Capricorn Dr El Paso TX 79924 El Paso","31.916345",-106.4395059,"El Paso Police Department, U.S. Border Patrol, U.S. Bureau of Alcohol Tobacco Firearms and Explosives, U.S. Federal Bureau of Investigation","Gunshot",2019-12-17,2019
27178,"41","Male","European-American/White","European-American/White","26th Street and 7th Avenue South","Great Falls","MT",59401,"Cascade","26th Street and 7th Avenue South Great Falls MT 59401 Cascade","47.5128128",-111.2624332,"U.S. Marshals Service","Gunshot",2019-12-17,2019
27162,"28","Male","Hispanic/Latino","Hispanic/Latino","3909 North Hallmark Parkway","San Bernardino","CA",92407,"San Bernardino","3909 North Hallmark Parkway San Bernardino CA 92407 San Bernardino","34.1630068",-117.3345158,"San Bernardino County Sheriff's Office","Gunshot",2019-12-16,2019
27163,"25","Male","Hispanic/Latino","Hispanic/Latino","3600 block 4th St","Los Angeles","CA",90020,"Los Angeles","3600 block 4th St Los Angeles CA 90020 Los Angeles","34.0672278",-118.2954469,"Los Angeles County Sheriff's Department","Gunshot",2019-12-16,2019
27164,"34","Male","Asian/Pacific Islander","Asian/Pacific Islander","2295 N King St","Honolulu","HI",96819,"Honolulu","2295 N King St Honolulu HI 96819 Honolulu","21.3351319",-157.8823612,"Honolulu Police Department","Gunshot",2019-12-16,2019
27566,"30","Male","European-American/White","European-American/White","39205 LA-16","Denham Springs","LA",70706,"Livingston","39205 LA-16 Denham Springs LA 70706 Livingston","30.6370491",-90.9166212,"Livingston Parish Sheriff's Office","Gunshot",2019-12-16,2019
12365,"18","Male","African-American/Black","African-American/Black","Old Oxford Highway and Meriwether Drive","Durham","NC",27704,"Durham","Old Oxford Highway and Meriwether Drive Durham NC 27704","36.0357252",-78.8898813,"Durham County Sheriff's Office","Gunshot",2019-12-15,2019
27157,"52","Male","Asian/Pacific Islander","Asian/Pacific Islander","3100 block Thomas Ave N","Minneapolis","MN",55411,"Hennepin","3100 block Thomas Ave N Minneapolis MN 55411 Hennepin","45.0124146",-93.3131257,"Minneapolis Police Department","Gunshot",2019-12-15,2019
27158,"23","Male","European-American/White","European-American/White","W Hampton Ave and N 47th St","Milwaukee","WI",53218,"Milwaukee","W Hampton Ave and N 47th St Milwaukee WI 53218 Milwaukee","43.1045818",-87.9714526,"Milwaukee Police Department","Gunshot",2019-12-15,2019
27159,"27","Male","Hispanic/Latino","Hispanic/Latino","600 block Florence Ln","Brownsville","TX",78520,"Cameron","600 block Florence Ln Brownsville TX 78520 Cameron","25.935269",-97.5378126,"Brownsville Police Department","Gunshot",2019-12-15,2019
27218,"43","Male","European-American/White","European-American/White","CanAm Hwy","Pierce","CO",80650,"Weld","CanAm Hwy Pierce CO 80650 Weld","40.658329",-104.761261,"Colorado State Patrol, Ault Police Department","Gunshot",2019-12-15,2019
27148,"18","Male","Hispanic/Latino","Hispanic/Latino","18th Avenue and Pearl Street","Pasco","WA",99301,"Franklin","18th Avenue and Pearl Street Pasco WA 99301 Franklin","46.2450726",-119.1120466,"Pasco Police Department","Gunshot",2019-12-14,2019
27149,"22","Male","African-American/Black","African-American/Black","3000 block Buckman St","Jacksonville","FL",32206,"Duval","3000 block Buckman St Jacksonville FL 32206 Duval","30.3570381",-81.6329715,"Jacksonville Sheriff's Office","Gunshot",2019-12-14,2019
27150,"37","Male","Race unspecified","European-American/White","8230 US-50","Hillsboro","OH",45133,"Highland","8230 US-50 Hillsboro OH 45133 Highland","39.202981",-83.585574,"Ohio State Patrol, Hillsboro Police Department, Highland County Sheriff's Office","Gunshot",2019-12-14,2019
27151,"65","Male","African-American/Black","African-American/Black","8000 block Woodlawn Ave","Detroit","MI",48213,"Wayne","8000 block Woodlawn Ave Detroit MI 48213 Wayne","42.3991176",-83.0229134,"Detroit Police Department","Gunshot",2019-12-14,2019
27152,"60","Male","Race unspecified","European-American/White","3000 block Headford Ct","Columbus","OH",43231,"Franklin","3000 block Headford Ct Columbus OH 43231 Franklin","40.0698109",-82.9271681,"Columbus Police Department","Gunshot",2019-12-14,2019
27153,"43","Male","Race unspecified","European-American/White","966 Dyers Store Road","Martinsville","VA",24112,"Henry","966 Dyers Store Road Martinsville VA 24112 Henry","36.740371",-79.7865282,"Henry County Sheriff's Office","Gunshot",2019-12-14,2019
27156,"42","Male","European-American/White","European-American/White","201 E Yavapai Rd","Tucson","AZ",85705,"Pima","201 E Yavapai Rd Tucson AZ 85705 Pima","32.2699062",-110.9693381,"Tucson Police Department","Gunshot",2019-12-14,2019
27372,"37","Male","Race unspecified","European-American/White","2716 N. Green Valley Parkway","Henderson","NV",89014,"Clark","2716 N. Green Valley Parkway Henderson NV 89014 Clark ","36.0695804",-115.0811185,"Henderson Police Department","Gunshot",2019-12-14,2019
28525,"33","Male","European-American/White","European-American/White","","Bellevue","OH",44811,"Sandusky","Bellevue OH 44811 Sandusky","41.2736647",-82.8415763,"Bellevue Police Department","Tasered",2019-12-14,2019
27147,"22","Male","Native American/Alaskan","Native American/Alaskan","Badger Rd and Plack Rd","Fairbanks","AK",99705,"Fairbanks North Star","Badger Rd and Plack Rd Fairbanks AK 99705 Fairbanks North Star","64.7765497",-147.365824,"Alaska State Troopers","Gunshot",2019-12-13,2019
27140,"43","Male","European-American/White","European-American/White","SE 168th St and SE 116th Ave","Renton","WA",98058,"King","SE 168th St and SE 116th Ave Renton WA 98058 King","47.452475",-122.186037,"Renton Police Department","Gunshot",2019-12-12,2019
27141,"23","Male","European-American/White","European-American/White","100 block Briarhill Ct","Ozark","AL",36360,"Dale","100 block Briarhill Ct Ozark AL 36360 Dale","31.4536433",-85.6444378,"Ozark Police Department","Gunshot",2019-12-12,2019
27142,"30","Male","European-American/White","European-American/White","US-183 and E1220 Rd","New Cordell","OK",73632,"Washita","US-183 and E1220 Rd New Cordell OK 73632 Washita","35.2477979",-99.0086678,"Washita County Sheriff's Office","Gunshot",2019-12-12,2019
27143,"24","Male","African-American/Black","African-American/Black","Bates St and Virginia Ave","St. Louis","MO",63111,"St. Louis City","Bates St and Virginia Ave St. Louis MO 63111 St. Louis City","38.564274",-90.2463289,"St. Louis Metropolitan Police Department","Gunshot",2019-12-12,2019
27144,"43","Male","Race unspecified","Asian/Pacific Islander","7300 block E Magdalena Dr","Orange","CA",92867,"Orange","7300 block E Magdalena Dr Orange CA 92867 Orange","33.8247843",-117.775689,"Orange Police Department","Gunshot",2019-12-12,2019
27145,"22","Male","African-American/Black","African-American/Black","8024 Hidden River Dr","Tampa","FL",33617,"Hillsborough","8024 Hidden River Dr Tampa FL 33617 Hillsborough","28.021285",-82.403188,"Hillsborough County Sheriff's Office","Gunshot",2019-12-12,2019
27146,"34","Male","African-American/Black","African-American/Black","Lincoln Ave and East St","Anaheim","CA",92805,"Orange","Lincoln Ave and East St Anaheim CA 92805 Orange","33.8380336",-117.9026584,"Anaheim Police Department","Gunshot",2019-12-12,2019
27139,"31","Male","European-American/White","European-American/White","6500 block Turner Fields Ln","League City","TX",77539,"Galveston","6500 block Turner Fields Ln League City TX 77539 Galveston","29.4564161",-95.1089441,"League City Police Department","Gunshot",2019-12-11,2019
27130,"55","Male","European-American/White","European-American/White","1233 Old Piseco Rd","Arietta","NY",12139,"Hamilton","1233 Old Piseco Rd Arietta NY 12139 Hamilton","43.4038035",-74.5682641,"New York State Police","Gunshot",2019-12-10,2019
27131,"47","Male","African-American/Black","African-American/Black","223 Martin Luther King Dr","Jersey City","NJ",7305,"Hudson","223 Martin Luther King Dr Jersey City NJ 07305 Hudson","40.7070672",-74.0837047,"Jersey City Police Department","Gunshot",2019-12-10,2019
27132,"68","Male","European-American/White","European-American/White","1507 Barney Hill Rd","Elkland","PA",16920,"Tioga","1507 Barney Hill Rd Elkland PA 16920 Tioga","41.9877358",-77.2650508,"Pennsylvania State Police","Gunshot",2019-12-10,2019
27133,"50","Female","African-American/Black","African-American/Black","223 Martin Luther King Dr","Jersey City","NJ",7305,"Hudson","223 Martin Luther King Dr Jersey City NJ 07305 Hudson","40.7070672",-74.0837047,"Jersey City Police Department","Gunshot",2019-12-10,2019
27134,"31","Male","African-American/Black","African-American/Black","183 Gator Ln","Andrews","SC",29510,"Georgetown","183 Gator Ln Andrews SC 29510 Georgetown","33.4548623",-79.5511404,"Georgetown County Sheriff's Office","Gunshot",2019-12-10,2019
27135,"42","Male","Hispanic/Latino","Hispanic/Latino","15000 block Mojave Street","Hesperia","CA",92345,"San Bernardino","15000 block Mojave Street Hesperia CA 92345 San Bernardino","34.4416801",-117.3360942,"San Bernardino County Sheriff's Office","Gunshot",2019-12-10,2019
27136,"23","Male","African-American/Black","African-American/Black","1800 block Harrison Ave","Beloit","WI",53511,"Rock","1800 block Harrison Ave Beloit WI 53511 Rock","42.52268",-89.0254634,"Beloit Police Department","Gunshot",2019-12-10,2019
27137,"42","Male","European-American/White","European-American/White","1910 48th St","Fort Madison","IA",52627,"Lee","1910 48th St Fort Madison IA 52627 Lee","40.6197004",-91.3724893,"Fort Madison Police Department","Gunshot",2019-12-10,2019
27138,"66","Male","European-American/White","European-American/White","6864 Lott Rd","Semmes","AL",36575,"Mobile","6864 Lott Rd Semmes AL 36575 Mobile","30.8339441",-88.267466,"Mobile County Sheriff's Office","Gunshot",2019-12-10,2019
27128,"47","Male","African-American/Black","African-American/Black","102 Nichols Road","Independence","LA",70443,"St. Helena","102 Nichols Road Independence LA 70443 St. Helena","30.6962306",-90.571896,"St. Helena Parish Sheriff's Office","Gunshot",2019-12-09,2019
27129,"37","Male","European-American/White","European-American/White","Jackson St","Shelburn","IN",47879,"Sullivan","Jackson St Shelburn IN 47879 Sullivan","39.1782716",-87.3887338,"Clay County Sheriff's Office","Gunshot",2019-12-09,2019
27104,"51","Male","European-American/White","European-American/White","SE 103rd Ave and SE Stark St","Portland","OR",97216,"Multnomah","SE 103rd Ave and SE Stark St Portland OR 97216 Multnomah","45.519037",-122.5576285,"Portland Police Bureau","Gunshot",2019-12-08,2019
27101,"43","Male","Race unspecified","European-American/White","2200 Green Tree Rd","Fredericksburg","VA",22406,"Stafford","2200 Green Tree Rd Fredericksburg VA 22406 Stafford","38.3573546",-77.5111661,"Stafford County Sheriff's Office","Gunshot",2019-12-07,2019
27102,"35","Male","European-American/White","European-American/White","100 W Rock St","Fayetteville","AR",72701,"Washington","100 W Rock St Fayetteville AR 72701 Washington","36.0611219",-94.1609344,"Fayetteville Police Department","Gunshot",2019-12-07,2019
27103,"65","Male","European-American/White","European-American/White","255 N Tamiami Trail","Nokomis","FL",34275,"Sarasota","255 N Tamiami Trail Nokomis FL 34275 Sarasota","27.1280514",-82.4547397,"Sarasota County Sheriff's Office","Gunshot",2019-12-07,2019
27097,"17","Male","Race unspecified","European-American/White","3610 SW Regional Airport Rd","Bentonville","AR",72712,"Benton","3610 SW Regional Airport Rd Bentonville AR 72712 Benton","36.3365834",-94.2534044,"Bentonville Police Department","Gunshot",2019-12-06,2019
27099,"23","Male","European-American/White","European-American/White","W 92nd Ave and N Federal Blvd","Westminster","CO",80031,"Adams","W 92nd Ave and N Federal Blvd Westminster CO 80031 Adams","39.8634939",-105.0251742,"Westminster Police Department, Thornton Police Department, Federal Heights Police Department","Gunshot",2019-12-06,2019
27100,"26","Male","Race unspecified","European-American/White","2000 block Springwood Rd","York","PA",17403,"York","2000 block Springwood Rd York PA 17403 York","39.938816",-76.6923811,"Hanover Borough Police Department, Pennsylvania State Police","Gunshot",2019-12-06,2019
27089,"58","Male","African-American/Black","African-American/Black","15 Sun Rd","Avon","CO",81620,"Eagle","15 Sun Rd Avon CO 81620 Eagle","39.6365954",-106.52264,"Colorado State Patrol, Avon Police Department, Eagle County Sheriff's Office","Gunshot",2019-12-05,2019
27090,"41","Male","European-American/White","European-American/White","1909 S Business Center Dr","San Bernardino","CA",92408,"San Bernardino","1909 S Business Center Dr San Bernardino CA 92408 San Bernardino","34.0669863",-117.2795752,"Riverside County Sheriff's Department, San Bernardino County Sheriff's Office","Gunshot",2019-12-05,2019
27091,"29","Male","European-American/White","European-American/White","US-12 and Lane Ave","East Helena","MT",59635,"Lewis and Clark","US-12 and Lane Ave East Helena MT 59635 Lewis and Clark","46.586531",-111.9094165,"Lewis and Clark County Sheriff's Office","Gunshot",2019-12-05,2019
27092,"31","Male","African-American/Black","African-American/Black","604 S Allen Blvd","Marshall","TX",75670,"Harrison","604 S Allen Blvd Marshall TX 75670 Harrison","32.539133",-94.3854998,"Harrison County Sheriff's Office","Gunshot",2019-12-05,2019
27093,"27","Male","Hispanic/Latino","Hispanic/Latino","12000 Miramar Pkwy","Miramar","FL",33025,"Broward","12000 Miramar Pkwy Miramar FL 33025 Broward","25.978035",-80.3071649,"Miami-Dade Police Department, Miramar Police Department, Pembroke Pines Police Department","Gunshot",2019-12-05,2019
27094,"41","Male","African-American/Black","African-American/Black","12000 Miramar Pkwy","Miramar","FL",33025,"Broward","12000 Miramar Pkwy Miramar FL 33025 Broward","25.978035",-80.3071649,"Miami-Dade Police Department, Miramar Police Department, Pembroke Pines Police Department","Gunshot",2019-12-05,2019
27095,"70","Male","European-American/White","European-American/White","12000 Miramar Pkwy","Miramar","FL",33025,"Broward","12000 Miramar Pkwy Miramar FL 33025 Broward","25.978035",-80.3071649,"Miami-Dade Police Department, Miramar Police Department, Pembroke Pines Police Department","Gunshot",2019-12-05,2019
